ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Moai,Moai,Canon,https://onepiece.fandom.com/wiki/Moai,1040.0,,2022,His name was revealed in SBS Volume 102.,,
Mobanby,Mobanby,Movie,https://onepiece.fandom.com/wiki/Mobanby,,,2002,,3,Chopper's Kingdom on the Island of Strange Animals
Mobston,Mobston,Movie,https://onepiece.fandom.com/wiki/Mobston,,,2012,,12,One Piece Film: Z
Mobu_Head,Mobu Head,Filler,https://onepiece.fandom.com/wiki/Mobu_Head,,,2018,,826,Whole Cake Island Arc
MocDonald,MocDonald,Canon,https://onepiece.fandom.com/wiki/MocDonald,447.0,0341,2007,His name was revealed in the Blue Deep databook.,,
Mocha,Mocha,Canon,https://onepiece.fandom.com/wiki/Mocha,657.0,0582,2012,Her name was revealed in Chapter 665.,,
Mochi,Mochi,Canon,https://onepiece.fandom.com/wiki/Mochi,274.0,0180,2003,His name was revealed in the Blue Deep databook.,,
Moda,Moda,Canon,https://onepiece.fandom.com/wiki/Moda,278.0,0880,2003,She made a cameo appearance in Episode 381 in a newspaper.,,
Mohji,Mohji,Canon,https://onepiece.fandom.com/wiki/Mohji,9.0,0006,1997,His name was revealed in Chapter 12.,,
Momonga,Momonga,Canon,https://onepiece.fandom.com/wiki/Momonga,420.0,0302,2006,His name was revealed in the Yellow databook. He was formally introduced in Chapter 516.,,
Momoo,Momoo,Canon,https://onepiece.fandom.com/wiki/Momoo,73.0,0031,1999,,,
Mona,Mona,Stage Show,https://onepiece.fandom.com/wiki/Mona,,,2018,,,Tongari Pirates Wanted!
Monda,Monda,Canon,https://onepiece.fandom.com/wiki/Monda,306.0,0209,2004,,,
Monday_(Non-Canon),Monday,Spin-Off,https://onepiece.fandom.com/wiki/Monday_(Non-Canon),,,2012,,02,Chopperman
Monet,Monet,Canon,https://onepiece.fandom.com/wiki/Monet,657.0,0581,2012,Her name was revealed in Chapter 662.,,
Monjii,Monjii,Canon,https://onepiece.fandom.com/wiki/Monjii,807.0,0756,2015,,,
Monjiro,Monjiro,Canon,https://onepiece.fandom.com/wiki/Monjiro,926.0,0918,2018,His name was revealed in Vivre Card.,,
Monkey_D._Dragon,Monkey D. Dragon,Canon,https://onepiece.fandom.com/wiki/Monkey_D._Dragon,100.0,0052,1999,His full name was revealed by Monkey D. Garp in Chapter 432.,,
Monkey_D._Garp,Monkey D. Garp,Canon,https://onepiece.fandom.com/wiki/Monkey_D._Garp,92.0,0068,1999,He is formally introduced in Chapter 432.,,
Monkey_D._Luffy,Monkey D. Luffy,Canon,https://onepiece.fandom.com/wiki/Monkey_D._Luffy,1.0,0001,1997,,,
Monster,Monster,Canon,https://onepiece.fandom.com/wiki/Monster,1.0,0489,1997,His name was revealed in the Blue databook.,,
Mont_Blanc_Cricket,Mont Blanc Cricket,Canon,https://onepiece.fandom.com/wiki/Mont_Blanc_Cricket,227.0,0148,2002,,,
Mont_Blanc_Noland,Mont Blanc Noland,Canon,https://onepiece.fandom.com/wiki/Mont_Blanc_Noland,286.0,0187,2003,He was first mentioned in a book in Chapter 227.,,
Moodie,Moodie,Canon,https://onepiece.fandom.com/wiki/Moodie,43.0,0020,1998,Her name was revealed in the Blue databook.,,
Mooji,Mooji,Game,https://onepiece.fandom.com/wiki/Mooji,,,2023,,,One Piece Odyssey
Moon_Isaac_Jr.,Moon Isaac Jr.,Canon,https://onepiece.fandom.com/wiki/Moon_Isaac_Jr.,966.0,0969,2020,His name was revealed in SBS Volume 96.,,
Mooo...rgan,Mooo...rgan,Spin-Off,https://onepiece.fandom.com/wiki/Mooo...rgan,,,2018,,04,Chin Piece
Moore,Moore,Filler,https://onepiece.fandom.com/wiki/Moore,,,2002,,136,Goat Island Arc
Moqueca,Moqueca,Canon,https://onepiece.fandom.com/wiki/Moqueca,906.0,0884,2018,His name was revealed in Vivre Card.,,
Morgan,Morgan,Canon,https://onepiece.fandom.com/wiki/Morgan,4.0,0002,1997,He was first mentioned by Helmeppo in Chapter 3.,,
Morgans,Morgans,Canon,https://onepiece.fandom.com/wiki/Morgans,860.0,0828,2017,He was first mention by a King Soldier in Chapter 859.,,
Morishita_Yukie,Morishita Yukie,Spin-Off,https://onepiece.fandom.com/wiki/Morishita_Yukie,,,2018,,7,One Piece in Love
Morkin,Morkin,Movie,https://onepiece.fandom.com/wiki/Morkin,,,2016,,13,One Piece Film: Gold
Morley,Morley,Canon,https://onepiece.fandom.com/wiki/Morley,904.0,0880,2018,She first appeared as a silhouette in Chapter 801.,,
Mornin,Mornin,Canon,https://onepiece.fandom.com/wiki/Mornin,23.0,SP12,1998,,,
Mororon,Mororon,Canon,https://onepiece.fandom.com/wiki/Mororon,905.0,0882,2018,,,
Mosa,Mosa,Canon,https://onepiece.fandom.com/wiki/Mosa,1134.0,,2024,,,
Mosh,Mosh,Canon,https://onepiece.fandom.com/wiki/Mosh,1038.0,1065,2022,His name was revealed in SBS Volume 102.,,
Motobaro,Motobaro,Canon,https://onepiece.fandom.com/wiki/Motobaro,494.0,0388,2008,,,
Mottled,Mottled,Canon,https://onepiece.fandom.com/wiki/Mottled,101.0,0055,1999,Their name was revealed in Episode 567's credits.,,
Motzel,Motzel,Canon,https://onepiece.fandom.com/wiki/Motzel,43.0,0020,1998,His name was revealed in SBS Volume 8.,,
Mounblutain,Mounblutain,Canon,https://onepiece.fandom.com/wiki/Mounblutain,598.0,0517,2010,His name was revealed in the Blue Deep databook.,,
Mountain_God,Mountain God,Canon,https://onepiece.fandom.com/wiki/Mountain_God,960.0,0960,2019,It was named Yama-san by Kouzuki Oden in Chapter 963.,,
Mountain_Ricky,Mountain Ricky,Canon,https://onepiece.fandom.com/wiki/Mountain_Ricky,313.0,0217,2004,,,
Mouseman,Mouseman,Canon,https://onepiece.fandom.com/wiki/Mouseman,915.0,0901,2018,,,
Mousse,Mousse,Canon,https://onepiece.fandom.com/wiki/Mousse,287.0,0187,2003,,,
Mouthto_Mouthyan,Mouthto Mouthyan,Canon,https://onepiece.fandom.com/wiki/Mouthto_Mouthyan,961.0,,2019,His name was revealed in the Vivre Card databook.,,
Moyas,Moyas,Game,https://onepiece.fandom.com/wiki/Moyas,,,2023,,,One Piece Odyssey
Moyashi,Moyashi,Live Performance,https://onepiece.fandom.com/wiki/Moyashi,,,2013,,,One Piece Pirate Sweeping Operation
Moyle,Moyle,Canon,https://onepiece.fandom.com/wiki/Moyle,272.0,0178,2003,His name was revealed in the Blue Deep databook.,,
Mozambia,Mozambia,Canon,https://onepiece.fandom.com/wiki/Mozambia,234.0,0151,2002,His name was revealed in the Blue Deep databook.,,
Mozu_and_Kiwi,Mozu and Kiwi,Canon,https://onepiece.fandom.com/wiki/Mozu_and_Kiwi,329.0,0233,2004,,,
Mr._10,Mr. 10,Canon,https://onepiece.fandom.com/wiki/Mr._10,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr._108,Mr. 108,Game,https://onepiece.fandom.com/wiki/Mr._108,,,2002,,,Grand Line Dream Adventure Log
Mr._11,Mr. 11,Canon,https://onepiece.fandom.com/wiki/Mr._11,128.0,0079,2000,,,
Mr._12,Mr. 12,Canon,https://onepiece.fandom.com/wiki/Mr._12,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr._13,Mr. 13,Canon,https://onepiece.fandom.com/wiki/Mr._13,105.0,0063,1999,,,
Mr._6,Mr. 6,Canon,https://onepiece.fandom.com/wiki/Mr._6,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr._7_(Previous),Mr. 7,Canon,https://onepiece.fandom.com/wiki/Mr._7_(Previous),190.0,0116,2001,He was first mentioned by Daz Bonez and Zala in Chapter 190.,,
Mr._7,Mr. 7,Canon,https://onepiece.fandom.com/wiki/Mr._7,205.0,0124,2001,,,
Mr._9,Mr. 9,Canon,https://onepiece.fandom.com/wiki/Mr._9,103.0,0062,1999,,,
Mr._Beans,Mr. Beans,Canon,https://onepiece.fandom.com/wiki/Mr._Beans,106.0,0064,1999,His name was revealed in the Blue databook.,,
Mr._Kuromaku,Mr. Kuromaku,Spin-Off,https://onepiece.fandom.com/wiki/Mr._Kuromaku,,,2019,,04,Fischer's x One Piece
Mr._Love,Mr. Love,Canon,https://onepiece.fandom.com/wiki/Mr._Love,206.0,0125,2001,His name was revealed in the Blue databook.,,
Mr._Mellow,Mr. Mellow,Canon,https://onepiece.fandom.com/wiki/Mr._Mellow,159.0,0095,2000,His name was revealed in the Blue databook.,,
Mr._Momora,Mr. Momora,Canon,https://onepiece.fandom.com/wiki/Mr._Momora,966.0,0966,2020,His name was revealed in SBS Volume 96.,,
Sapoten_Graveyard#Buried_People,Mr. Sacrifice,Canon,https://onepiece.fandom.com/wiki/Sapoten_Graveyard#Buried_People,107.0,,1999,Mentioned only character. His name was seen on a gravestone on Whisky Peak.,,
Mr._Shimizu,Mr. Shimizu,Canon,https://onepiece.fandom.com/wiki/Mr._Shimizu,107.0,0064,1999,His name was revealed in the Blue databook.,,
Muchana,Muchana,Canon,https://onepiece.fandom.com/wiki/Muchana,536.0,0437,2009,His name was revealed in Vivre Card.,,
Muchigoro,Muchigoro,Movie,https://onepiece.fandom.com/wiki/Muchigoro,,,2005,,6,Baron Omatsuri and the Secret Island
Mucho,Mucho,Live Performance,https://onepiece.fandom.com/wiki/Mucho,,,2013,,,One Piece Pirate Sweeping Operation
Muginn,Muginn,Canon,https://onepiece.fandom.com/wiki/Muginn,1128.0,,2024,,,
Mugon,Mugon,Premier Show,https://onepiece.fandom.com/wiki/Mugon,,,2018,,10,One Piece Premier Show 2018
Mugren,Mugren,Canon,https://onepiece.fandom.com/wiki/Mugren,966.0,0966,2020,His name was revealed in SBS Volume 96.,,
Mukkashimi_Tower,Mukkashimi Tower,Canon,https://onepiece.fandom.com/wiki/Mukkashimi_Tower,707.0,0637,2013,His name was revealed in SBS Volume 75.,,
Mummy,Mummy,Canon,https://onepiece.fandom.com/wiki/Mummy,706.0,0652,2013,,,
Mummy_Mee,Mummy Mee,Canon,https://onepiece.fandom.com/wiki/Mummy_Mee,79.0,0035,1999,Her name was revealed in Blue databook.,,
Muret,Muret,Canon,https://onepiece.fandom.com/wiki/Muret,223.0,0146,2002,Her name was revealed in the Blue databook.,,
Musashi,Musashi,Premier Show,https://onepiece.fandom.com/wiki/Musashi,,,2021,,,One Piece Premier Show 2021
Musatobi,Musatobi,Filler,https://onepiece.fandom.com/wiki/Musatobi,,,2017,,775,Zou Arc
Mussel,Mussel,Game,https://onepiece.fandom.com/wiki/Mussel,,,2019,,,One Piece: World Seeker
Musshuru,Musshuru,Movie,https://onepiece.fandom.com/wiki/Musshuru,,,2008,,9,"Episode of Chopper Plus: Bloom in Winter, Miracle Sakura"
Muti,Muti,Canon,https://onepiece.fandom.com/wiki/Muti,623.0,0543,2011,Her name was revealed in the Vivre Card databook.,,
Myskina_Acier,Myskina Acier,TV Special,https://onepiece.fandom.com/wiki/Myskina_Acier,,,2016,,11,Heart of Gold
Myskina_Olga,Myskina Olga,TV Special,https://onepiece.fandom.com/wiki/Myskina_Olga,,,2016,,11,Heart of Gold
Nafk,Nafk,Game,https://onepiece.fandom.com/wiki/Nafk,,,2023,,,One Piece Odyssey
Nagels,Nagels,Novel,https://onepiece.fandom.com/wiki/Nagels,,,2024,,1,One Piece novel Law: The Hour of Kikoku
Naguri,Naguri,Filler,https://onepiece.fandom.com/wiki/Naguri,,,2011,,498,Post-War Arc
Nakaiwa,Nakaiwa,Canon,https://onepiece.fandom.com/wiki/Nakaiwa,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Nakatsugawa_Usopp,Nakatsugawa Usopp,Spin-Off,https://onepiece.fandom.com/wiki/Nakatsugawa_Usopp,,,2018,,1,One Piece in Love
Nako,Nako,Canon,https://onepiece.fandom.com/wiki/Nako,77.0,0032,1999,His name was revealed in the Blue databook.,,
Nami,Nami,Canon,https://onepiece.fandom.com/wiki/Nami,8.0,0001,1997,Her name was revealed in Chapter 9.,,
Namur,Namur,Canon,https://onepiece.fandom.com/wiki/Namur,552.0,0461,2009,His name was revealed in SBS Volume 58.,,
Nanagi,Nanagi,Novel,https://onepiece.fandom.com/wiki/Nanagi,,,2024,,1,One Piece novel Law: The Hour of Kikoku
Nanday,Nanday,Canon,https://onepiece.fandom.com/wiki/Nanday,632.0,Stampede,2011,His name was revealed in the Vivre Card databook.,,
Nangi,Nangi,Canon,https://onepiece.fandom.com/wiki/Nangi,988.0,0997,2020,,,
Nanya,Nanya,Game,https://onepiece.fandom.com/wiki/Nanya,,,2003,,,One Piece: Ocean's Dream!
Naomi_Drunk,Naomi Drunk,TV Special,https://onepiece.fandom.com/wiki/Naomi_Drunk,,,2016,,11,Heart of Gold
Napoleon,Napoleon,Canon,https://onepiece.fandom.com/wiki/Napoleon,651.0,0571,2012,His name was revealed in Chapter 853.,,
Narcy_(Premier_Show),Narcy,Premier Show,https://onepiece.fandom.com/wiki/Narcy_(Premier_Show),,,2022,,13,One Piece Premier Show 2022
Narcy,Narcy,Movie,https://onepiece.fandom.com/wiki/Narcy,,,2016,,13,One Piece Film: Gold
Nash,Nash,Canon,https://onepiece.fandom.com/wiki/Nash,899.0,0885,2018,Their name was revealed in Chapter 1145.,,
Nashi,Nashi,Canon,https://onepiece.fandom.com/wiki/Nashi,906.0,0884,2018,His name was revealed in Vivre Card.,,
Natto,Natto,Canon,https://onepiece.fandom.com/wiki/Natto,164.0,0100,2001,His name was revealed in the Blue databook.,,
Nazu_Ketagari,Nazu Ketagari,Canon,https://onepiece.fandom.com/wiki/Nazu_Ketagari,,,2019,Joke character. He was first mentioned in SBS Volume 94.,,
Needle_God,Needle God,Canon,https://onepiece.fandom.com/wiki/Needle_God,1127.0,,2024,Its name was revealed in Chapter 1128.,,
Needless,Needless,Movie,https://onepiece.fandom.com/wiki/Needless,,,2003,,4,Dead End Adventure
Nefertari_Cobra,Nefertari Cobra,Canon,https://onepiece.fandom.com/wiki/Nefertari_Cobra,142.0,0091,2000,,,
Nefertari_D._Lili,Nefertari D. Lili,Canon,https://onepiece.fandom.com/wiki/Nefertari_D._Lili,1084.0,1118,2023,Her full name was revealed in Chapter 1085.,,
Nefertari_Titi,Nefertari Titi,Canon,https://onepiece.fandom.com/wiki/Nefertari_Titi,215.0,0129,2002,Her name was revealed in the Blue databook.,,
Nefertari_Vivi,Nefertari Vivi,Canon,https://onepiece.fandom.com/wiki/Nefertari_Vivi,103.0,0062,1999,Her real name was revealed by Mr.5 in Chapter 110.,,
Neggy,Neggy,Canon,https://onepiece.fandom.com/wiki/Neggy,906.0,0884,2018,Her name was revealed in Vivre Card.,,
Negikuma_Maria,Negikuma Maria,Canon,https://onepiece.fandom.com/wiki/Negikuma_Maria,133.0,0080,2000,Her name was revealed in the Blue databook.,,
Neiro,Neiro,Premier Show,https://onepiece.fandom.com/wiki/Neiro,,,2017,,9,One Piece Premier Show 2017
Nekomamushi,Nekomamushi,Canon,https://onepiece.fandom.com/wiki/Nekomamushi,809.0,0756,2015,,,
Nekozaemon,Nekozaemon,Canon,https://onepiece.fandom.com/wiki/Nekozaemon,806.0,0755,2015,,,
Nelson_Royal,Nelson Royal,Filler,https://onepiece.fandom.com/wiki/Nelson_Royal,,,2001,,054,Warship Island Arc
Nemenememitas,Nemenememitas,Filler,https://onepiece.fandom.com/wiki/Nemenememitas,,,2001,,055,Warship Island Arc
Neoki,Neoki,Canon,https://onepiece.fandom.com/wiki/Neoki,948.0,0947,2019,His name was revealed in Vivre Card.,,
Nepenta,Nepenta,Premier Show,https://onepiece.fandom.com/wiki/Nepenta,,,2010,,2,One Piece Premier Show 2010
Neptune,Neptune,Canon,https://onepiece.fandom.com/wiki/Neptune,611.0,0530,2011,,,
Nerine,Nerine,Canon,https://onepiece.fandom.com/wiki/Nerine,514.0,0408,2008,Her name was revealed in SBS Volume 54.,,
Nerine_(Non-Canon),Nerine,Game,https://onepiece.fandom.com/wiki/Nerine_(Non-Canon),,,2023,,,One Piece Odyssey
Nero,Nero,Canon,https://onepiece.fandom.com/wiki/Nero,367.0,0257,2005,,,
Nerona_Imu,Nerona Imu,Canon,https://onepiece.fandom.com/wiki/Nerona_Imu,1085.0,1119,2023,Mentioned only character.,,
Nezumi,Nezumi,Canon,https://onepiece.fandom.com/wiki/Nezumi,69.0,0031,1999,,,
Nick,Nick,Game,https://onepiece.fandom.com/wiki/Nick,,,2019,,,One Piece: World Seeker
Nico_Olvia,Nico Olvia,Canon,https://onepiece.fandom.com/wiki/Nico_Olvia,392.0,0275,2005,,,
Nico_Robin,Nico Robin,Canon,https://onepiece.fandom.com/wiki/Nico_Robin,114.0,0067,1999,Her real name was revealed by Crocodile in Chapter 177.,,
Nigeratta,Nigeratta,Canon,https://onepiece.fandom.com/wiki/Nigeratta,398.0,0278,2006,His name was revealed in the Blue Deep databook.,,
Nightcrab_Girl,Nightcrab Girl,Canon,https://onepiece.fandom.com/wiki/Nightcrab_Girl,980.0,0986,2020,Her name was revealed in the Vivre Card databook.,,
Nightin,Nightin,TV Special,https://onepiece.fandom.com/wiki/Nightin,,,2014,,8,3D2Y
Niina,Niina,Game,https://onepiece.fandom.com/wiki/Niina,,,2023,,,One Piece Odyssey
Nika,Nika,Canon,https://onepiece.fandom.com/wiki/Nika,1018.0,1040,2021,He was first mentioned by Who's-Who in Chapter 1018.,,
Ninjin,Ninjin,Canon,https://onepiece.fandom.com/wiki/Ninjin,23.0,0009,1998,,,
Ninth,Ninth,Canon,https://onepiece.fandom.com/wiki/Ninth,558.0,,2009,His name was revealed in the Green databook,,
Niphtal,Niphtal,Game,https://onepiece.fandom.com/wiki/Niphtal,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Niseluffy,Niseluffy,Game,https://onepiece.fandom.com/wiki/Niseluffy,,,2001,,,Set Sail Pirate Crew!
Niseusopp,Niseusopp,Game,https://onepiece.fandom.com/wiki/Niseusopp,,,2001,,,Set Sail Pirate Crew!
Nisezoro,Nisezoro,Game,https://onepiece.fandom.com/wiki/Nisezoro,,,2001,,,Set Sail Pirate Crew!
Nitro,Nitro,Canon,https://onepiece.fandom.com/wiki/Nitro,651.0,0571,2012,His name was revealed in Chapter 827. He was first identified in Chapter 850.,,
Noble_Croc,Noble Croc,Canon,https://onepiece.fandom.com/wiki/Noble_Croc,831.0,0791,2016,His name was revealed by Tony Tony Chopper in Chapter 849.,,
Nodoi_Wakan,Nodoi Wakan,Canon,https://onepiece.fandom.com/wiki/Nodoi_Wakan,948.0,0947,2019,His name was revealed in Vivre Card.,,
Noir,Noir,Premier Show,https://onepiece.fandom.com/wiki/Noir,,,2017,,9,One Piece Premier Show 2017
Nojiko,Nojiko,Canon,https://onepiece.fandom.com/wiki/Nojiko,70.0,0031,1999,,,
Noko,Noko,Filler,https://onepiece.fandom.com/wiki/Noko,,,2005,,220,Ocean's Dream Arc
Nokokuwa_Police,Nokokuwa Police,Canon,https://onepiece.fandom.com/wiki/Nokokuwa_Police,978.0,0982,2020,His name was revealed in the Vivre Card databook.,,
Nokotti,Nokotti,Canon,https://onepiece.fandom.com/wiki/Nokotti,936.0,0932,2019,Her name was revealed in Vivre Card.,,
Nola,Nola,Canon,https://onepiece.fandom.com/wiki/Nola,255.0,0168,2003,Her name was revealed in the Yellow databook databook.,,
Nora_Gitsune,Nora Gitsune,Canon,https://onepiece.fandom.com/wiki/Nora_Gitsune,598.0,0518,2010,His name was revealed in the Blue Deep databook.,,
Noriko,Noriko,Canon,https://onepiece.fandom.com/wiki/Noriko,940.0,0937,2019,Her name was revealed in Vivre Card databook.,,
Noriko_(Newkama),Noriko (Newkama),Live Performance,https://onepiece.fandom.com/wiki/Noriko_(Newkama),,,2015,,,Super Kabuki II: One Piece
Norinosuke,Norinosuke,Canon,https://onepiece.fandom.com/wiki/Norinosuke,961.0,0961,2019,His name was revealed in the Vivre Card databook.,,
Nosgarl,Nosgarl,Canon,https://onepiece.fandom.com/wiki/Nosgarl,558.0,,2009,His name was revealed in the Green databook.,,
Nubon,Nubon,Canon,https://onepiece.fandom.com/wiki/Nubon,711.0,0641,2013,His name was revealed in SBS Volume 73.,,
Nugire_Yainu,Nugire Yainu,Canon,https://onepiece.fandom.com/wiki/Nugire_Yainu,37.0,0010,1998,His name was revealed in the Blue databook.,,
Nukky,Nukky,Filler,https://onepiece.fandom.com/wiki/Nukky,,,2008,,382,Spa Island Arc
Nure-Onna,Nure-Onna,Canon,https://onepiece.fandom.com/wiki/Nure-Onna,998.0,1013,2020,Her name was reveled in Chapter 1020.,,
Nuru,Nuru,Filler,https://onepiece.fandom.com/wiki/Nuru,,,2012,,560,Fish-Man Island Arc
Nyanta,Nyanta,Live Performance,https://onepiece.fandom.com/wiki/Nyanta,,,2012,,,WANTED
Nyasha,Nyasha,Canon,https://onepiece.fandom.com/wiki/Nyasha,842.0,0806,2016,Its name was revealed in SBS Volume 87.,,
Nyornyo_Nyarmani,Nyornyo Nyarmani,Canon,https://onepiece.fandom.com/wiki/Nyornyo_Nyarmani,,,2024,He first appeared in SBS Volume 110.,,
Nypers,Nypers,Movie,https://onepiece.fandom.com/wiki/Nypers,,,2016,,13,One Piece Film: Gold
Oars,Oars,Canon,https://onepiece.fandom.com/wiki/Oars,456.0,0350,2007,,,
Ochanoma_Papa,Ochanoma Papa,Movie,https://onepiece.fandom.com/wiki/Ochanoma_Papa,,,2005,,6,Baron Omatsuri and the Secret Island
Ochinko_Poro,Ochinko Poro,Spin-Off,https://onepiece.fandom.com/wiki/Ochinko_Poro,,,2018,,02,Chin Piece
Ochoku,Ochoku,Canon,https://onepiece.fandom.com/wiki/Ochoku,957.0,0958,2019,Mentioned only character. They were first mentioned by Sengoku in Chapter 957.,,
Octopako,Octopako,Canon,https://onepiece.fandom.com/wiki/Octopako,203.0,0531,2001,,,
Odacchi,Odacchi,Featurette,https://onepiece.fandom.com/wiki/Odacchi,,,2002,,,Dream Soccer King
Odama,Odama,Filler,https://onepiece.fandom.com/wiki/Odama,,,2002,,134,Post-Arabasta Arc
Ohm,Ohm,Canon,https://onepiece.fandom.com/wiki/Ohm,241.0,0155,2002,His name was revealed in Chapter 254.,,
Oide,Oide,Canon,https://onepiece.fandom.com/wiki/Oide,909.0,0890,2018,Her name was revealed in Vivre Card.,,
Oimo,Oimo,Canon,https://onepiece.fandom.com/wiki/Oimo,377.0,0265,2005,,,
Oiwa,Oiwa,Canon,https://onepiece.fandom.com/wiki/Oiwa,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Okame,Okame,Canon,https://onepiece.fandom.com/wiki/Okame,163.0,0100,2001,Her name was revealed in the Blue databook.,,
Okome,Okome,Canon,https://onepiece.fandom.com/wiki/Okome,224.0,0146,2002,His name was revealed in the Blue databook.,,
Olav,Olav,Canon,https://onepiece.fandom.com/wiki/Olav,1134.0,,2024,"He is named in Chapter 1144, but only individually identified in Chapter 1147.",,
Oli,Oli,Canon,https://onepiece.fandom.com/wiki/Oli,1076.0,1109,2023,Her name was revealed in Chapter 1079.,,
Oliva,Oliva,Canon,https://onepiece.fandom.com/wiki/Oliva,,,2018,He was first introduced in One Piece novel A Volume 2.,,
